surfaceType,surfaceId,actorType,actorRole,context,intent,transaction,journeyId,servicesInvolved,apisInvolved,registriesInvolved,trustSecurityChecks,dataRecords,eventTopics,uiSurface,mobileSurface,nompiloSupport,relatedFeatures,nextActions,completionCriteria,doctrineCompliance,orchestrationStatus,sourcePath,apiClientHook
"bff-route","/internal/v1/msika","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/msika","","","","/internal/v1/msika","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/mvumo-admin","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/mvumo-admin","","","","/internal/v1/mvumo-admin","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/mvumo/**","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/mvumo/**","","","","/internal/v1/mvumo/**","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/ndila","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/ndila","","","","/internal/v1/ndila","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/nhume","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/nhume","Dispatch / Delivery (NHUME)","dispatch-delivery","dispatch-service; nhume-service; oros-service; experience-bff","/internal/v1/nhume","","TSHEPO session + ext_authz","","","/nhume; /nhume/analytics; /nhume/autonomous","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/notifications","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/notifications","Notification & Communications","notification-comms","notification-service; channels-service; community-service; experience-bff","/internal/v1/notifications","","TSHEPO session + ext_authz","","","/communication; /communication/secure-messaging; /omnichannel","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/notifications/templates","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/notifications/templates","","","","/internal/v1/notifications/templates","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/omnichannel","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/omnichannel","Notification & Communications","notification-comms","notification-service; channels-service; community-service; experience-bff","/internal/v1/omnichannel","","TSHEPO session + ext_authz","","","/communication; /communication/secure-messaging; /omnichannel","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/operations","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/operations","","","","/internal/v1/operations","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/pacs","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/pacs","Imaging Order & Result","imaging-order-result","pacs-adapter-service; oros-service; document-service; experience-bff","/internal/v1/pacs","","TSHEPO session + ext_authz","","","/ehr/[patientId]; /ehr/[patientId]/advance-directives; /ehr/[patientId]/allergies","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/patients","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/patients","","","","/internal/v1/patients","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/pharmacy","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/pharmacy","Prescription & Dispense","prescription-dispense","pharmacy-service; pct-service; zibo-service; experience-bff","/internal/v1/pharmacy","","TSHEPO session + ext_authz","","","/ehr/[patientId]/medications; /pharmacy; /pharmacy/dispense","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/product-registry","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/product-registry","","","","/internal/v1/product-registry","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/profile","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/profile","","","","/internal/v1/profile","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/public-health","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/public-health","Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health","","TSHEPO session + ext_authz","","","/public-health; /public-health/campaigns; /public-health/site-registry","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/queue","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/queue","Patient Search & Selection","patient-search-selection","vito-service; experience-bff; pct-service","/internal/v1/queue","","TSHEPO session + ext_authz","","","/ehr/[patientId]; /ehr/[patientId]/advance-directives; /ehr/[patientId]/allergies","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/referrals","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/referrals","Referral Create & Manage","referral-create","pct-service; referral-service; tuso-service; varapi-service; experience-bff","/internal/v1/referrals","","TSHEPO session + ext_authz","","","/ehr/[patientId]/referrals; /queue/incoming-referrals","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/registry","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry","Facility Context Selection","facility-context-selection","tuso-service; experience-bff","/internal/v1/registry","","TSHEPO session + ext_authz","","","/facility; /facility/[id]","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/registry-downstream","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry-downstream","","","","/internal/v1/registry-downstream","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/registry-intake","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry-intake","","","","/internal/v1/registry-intake","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/registry-shell","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry-shell","","","","/internal/v1/registry-shell","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/registry/coverage","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry/coverage","","","","/internal/v1/registry/coverage","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/registry/zibo","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/registry/zibo","","","","/internal/v1/registry/zibo","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/reports","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/reports","Data / Report / Dashboard Journey","reporting-dashboard","reporting-service; data-warehouse-service; surveillance-service; experience-bff","/internal/v1/reports","","TSHEPO session + ext_authz","","","/data-intelligence; /data-intelligence/audit; /data-intelligence/integration","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/search","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/search","AI Guidance / Nompilo Assist","ai-guidance-nompilo","guidance-service; llm-orchestration-service; search-service; experience-bff","/internal/v1/search","","TSHEPO session + ext_authz","","","/ask; /guidance; /guidance/education","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/settings/privacy","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/settings/privacy","","","","/internal/v1/settings/privacy","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/shell/file-catalog","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/shell/file-catalog","","","","/internal/v1/shell/file-catalog","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/shell/workspace-state","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/shell/workspace-state","","","","/internal/v1/shell/workspace-state","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/shifts","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/shifts","Workspace / Shift Context Selection","workspace-context-selection","tuso-service; experience-bff","/internal/v1/shifts","","TSHEPO session + ext_authz","","","/facility; /facility/[id]; /shift","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/social","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/social","Social / Community / Timeline","social-community","community-service; llm-orchestration-service; experience-bff","/internal/v1/social","","TSHEPO session + ext_authz","","","/communities; /communities/[id]; /social","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/social/composer","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/social/composer","","","","/internal/v1/social/composer","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/staffing","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/staffing","","","","/internal/v1/staffing","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/summary","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/summary","","","","/internal/v1/summary","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/support","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/support","","","","/internal/v1/support","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/teleconsult","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/teleconsult","Telemedicine Encounter","telemedicine-encounter","pct-service; mvumo-service; rtc-gateway-service; experience-bff","/internal/v1/teleconsult","","TSHEPO session + ext_authz","","","/telemedicine; /telemedicine/new; /telemedicine/session/[sessionId]","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/timeline","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/timeline","","","","/internal/v1/timeline","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/triage","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/triage","Outpatient Consultation","outpatient-consultation","pct-service; butano-service; oros-service; pharmacy-service; experience-bff","/internal/v1/triage","","TSHEPO session + ext_authz","","","/clinical; /clinical-tools; /clinical-tools/forms","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/trust","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/trust","","","","/internal/v1/trust","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/ubomi","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/ubomi","Civil Registration (UBOMI / CRVS)","crvs-ubomi","ubomi-service; vito-service; experience-bff","/internal/v1/ubomi","","TSHEPO session + ext_authz","","","/registry; /registry-admin; /registry/clients","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/vitals","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vitals","","","","/internal/v1/vitals","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/cards","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/cards","","","","/internal/v1/vito/cards","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/client-registry","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/client-registry","","","","/internal/v1/vito/client-registry","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/dedup","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/dedup","","","","/internal/v1/vito/dedup","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/identity","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/identity","","","","/internal/v1/vito/identity","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/internal/clients","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/internal/clients","","","","/internal/v1/vito/internal/clients","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/issuance","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/issuance","","","","/internal/v1/vito/issuance","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/match","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/match","","","","/internal/v1/vito/match","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/print","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/print","","","","/internal/v1/vito/print","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/public/patient-shares","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/public/patient-shares","","","","/internal/v1/vito/public/patient-shares","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/qr","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/qr","","","","/internal/v1/vito/qr","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/registry","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/registry","","","","/internal/v1/vito/registry","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/vito/slips","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/vito/slips","","","","/internal/v1/vito/slips","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/wallet","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/wallet","Payment / Billing / Exemption / Claim","payment-billing-claim","costing-engine-service; mushex-service; coverage-service; mushe-wallet-service; experience-bff","/internal/v1/wallet","","TSHEPO session + ext_authz","","","/coverage; /finance; /finance/billing","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/wellness","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/wellness","Wellness & Lifestyle Journey","wellness-journey","wellness-service; simba-service; guidance-service; experience-bff","/internal/v1/wellness","","TSHEPO session + ext_authz","","","/wellness; /wellness/activity; /wellness/challenges","","n/a","","","","mapped","partial","services/experience-bff",""
"bff-route","/internal/v1/workflows","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/workflows","","","","/internal/v1/workflows","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/workforce-governance","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/workforce-governance","","","","/internal/v1/workforce-governance","","TSHEPO session + ext_authz","","","","","n/a","","","","bff-unmapped","orphan-backend","services/experience-bff",""
"bff-route","/internal/v1/workspaces","experience-bff","composition-facade","bff-orchestration","BFF HTTP prefix /internal/v1/workspaces","Workspace / Shift Context Selection","workspace-context-selection","tuso-service; experience-bff","/internal/v1/workspaces","","TSHEPO session + ext_authz","","","/facility; /facility/[id]; /shift","","n/a","","","","mapped","partial","services/experience-bff",""
"backend-capability","ai-model-registry-service","sovereign-service","data/intelligence","data/intelligence","Ai Model Registry canonical records","","","ai-model-registry-service","contract: contracts/openapi/ai-model-registry.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in ai-model-registry-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/ai-model-registry-service",""
"backend-capability","analytics-pipeline-service","sovereign-service","integration/platform-ops","integration/platform-ops","Analytics Pipeline canonical records","","","analytics-pipeline-service","contract: contracts/openapi/analytics-pipeline.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","none detected","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/analytics-pipeline-service",""
"backend-capability","asset-registry-service","sovereign-service","integration/platform-ops","integration/platform-ops","Asset Registry canonical records","","","asset-registry-service","contract: contracts/openapi/asset-registry.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","5 migration(s) in asset-registry-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/asset-registry-service",""
"backend-capability","audit-ledger-service","sovereign-service","integration/platform-ops","integration/platform-ops","Audit Ledger canonical records","","","audit-ledger-service","contract: contracts/openapi/audit-ledger.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in audit-ledger-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/audit-ledger-service",""
"backend-capability","butano-fhir","sovereign-service","clinical/care-delivery","clinical/care-delivery","Butano Fhir canonical records","","","butano-fhir","contract: contracts/openapi/butano-fhir.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in butano-fhir","tshepo-authz-service","/ehr/[patientId]/*","","indirect","","","","orphan-backend","orphan-backend","services/butano-fhir","useSummary.ts, useTimeline.ts"
"backend-capability","butano-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Butano canonical records","Provider Patient Encounter","provider-patient-encounter","butano-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in butano-service","tshepo-authz-service","/ehr/[patientId]/*","","indirect","","","","mapped","partial","services/butano-service","useSummary.ts, useTimeline.ts"
"backend-capability","campaigns-service","sovereign-service","data/public-health-campaigns","data/public-health-campaigns","public-health campaign definitions; campaign outreach plans and schedules; campaign execution state and coverage metrics","Public Health / CHW Outreach","public-health-outreach","campaigns-service","contract: contracts/openapi/campaigns.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in campaigns-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/campaigns-service",""
"backend-capability","card-print-agent","sovereign-service","integration/interoperability","integration/interoperability","Card Print Agent canonical records","Device / System Event Journey","device-system-event","card-print-agent","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in card-print-agent","tshepo-authz-service","","","indirect","","","","mapped","partial","services/card-print-agent",""
"backend-capability","channels-service","sovereign-service","integration/interoperability","integration/interoperability","Channels canonical records","Notification & Communications","notification-comms","channels-service","contract: contracts/openapi/channels.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in channels-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/channels-service",""
"backend-capability","clinical-knowledge-platform-service","sovereign-service","clinical/clinical-knowledge","clinical/clinical-knowledge","Clinical Knowledge Platform canonical records","","","clinical-knowledge-platform-service","contract: contracts/openapi/clinical-knowledge-platform.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in clinical-knowledge-platform-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/clinical-knowledge-platform-service",""
"backend-capability","community-service","sovereign-service","experience/workflow-orchestration","experience/workflow-orchestration","Community canonical records","Notification & Communications","notification-comms","community-service","contract: contracts/openapi/community.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in community-service","tshepo-authz-service; multiple-domain-services-via-bff","","","indirect","","","","mapped","partial","services/community-service",""
"backend-capability","connector-fhir-adapter","sovereign-service","integration/interoperability","integration/interoperability","Connector Fhir Adapter canonical records","Integration / Sync / Replay","integration-sync-replay","connector-fhir-adapter","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in connector-fhir-adapter","tshepo-authz-service","","","indirect","","","","mapped","partial","services/connector-fhir-adapter",""
"backend-capability","costing-engine-service","sovereign-service","enterprise/finance","enterprise/finance","Costing Engine canonical records","Payment / Billing / Exemption / Claim","payment-billing-claim","costing-engine-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","11 migration(s) in costing-engine-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/costing-engine-service",""
"backend-capability","coverage-service","sovereign-service","enterprise/finance","enterprise/finance","Coverage canonical records","Payment / Billing / Exemption / Claim","payment-billing-claim","coverage-service","contract: contracts/openapi/coverage.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","7 migration(s) in coverage-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/coverage-service",""
"backend-capability","credential-verification-service","sovereign-service","enterprise/finance","enterprise/finance","Credential Verification canonical records","Credential Verification","credential-verification","credential-verification-service","contract: contracts/openapi/credential-verification.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in credential-verification-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/credential-verification-service",""
"backend-capability","data-access-governance-service","sovereign-service","data/intelligence","data/intelligence","Data Access Governance canonical records","","","data-access-governance-service","contract: contracts/openapi/data-access-governance.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in data-access-governance-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/data-access-governance-service",""
"backend-capability","data-governance-service","sovereign-service","data/intelligence","data/intelligence","Data Governance canonical records","","","data-governance-service","contract: contracts/openapi/data-governance.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in data-governance-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/data-governance-service",""
"backend-capability","data-ingestion-service","sovereign-service","data/intelligence","data/intelligence","Data Ingestion canonical records","","","data-ingestion-service","contract: contracts/openapi/data-ingestion.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in data-ingestion-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/data-ingestion-service",""
"backend-capability","data-pipeline-service","sovereign-service","data/intelligence","data/intelligence","Data Pipeline canonical records","","","data-pipeline-service","contract: contracts/openapi/data-pipeline.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in data-pipeline-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/data-pipeline-service",""
"backend-capability","data-warehouse-service","sovereign-service","data/intelligence","data/intelligence","Data Warehouse canonical records","Data / Report / Dashboard Journey","reporting-dashboard","data-warehouse-service","contract: contracts/openapi/data-warehouse.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in data-warehouse-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/data-warehouse-service",""
"backend-capability","developer-portal-service","sovereign-service","integration/platform-ops","integration/platform-ops","Developer Portal canonical records","","","developer-portal-service","contract: contracts/openapi/developer-portal.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in developer-portal-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/developer-portal-service",""
"backend-capability","dispatch-service","sovereign-service","integration/platform-ops","integration/platform-ops","Dispatch canonical records","Dispatch / Delivery (NHUME)","dispatch-delivery","dispatch-service","contract: contracts/openapi/dispatch.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in dispatch-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/dispatch-service",""
"backend-capability","document-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Document canonical records","Imaging Order & Result","imaging-order-result","document-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in document-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/document-service",""
"backend-capability","experience-bff","sovereign-service","experience/workflow-orchestration","experience/workflow-orchestration","Experience Bff canonical records","Citizen / Client Onboarding","citizen-onboarding","experience-bff","contract: contracts/openapi/experience-bff.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","44 migration(s) in experience-bff","tshepo-authz-service; multiple-domain-services-via-bff","","","indirect","","","","mapped","partial","services/experience-bff",""
"backend-capability","fhir-gateway-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Fhir Gateway canonical records","Integration / Sync / Replay","integration-sync-replay","fhir-gateway-service","contract: contracts/openapi/fhir-gateway.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in fhir-gateway-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/fhir-gateway-service",""
"backend-capability","forms-service","sovereign-service","clinical/clinical-knowledge","clinical/clinical-knowledge","Forms canonical records","","","forms-service","contract: contracts/openapi/forms.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in forms-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/forms-service",""
"backend-capability","general-ledger-service","sovereign-service","enterprise/enterprise-resource","enterprise/enterprise-resource","General Ledger canonical records","","","general-ledger-service","contract: contracts/openapi/general-ledger.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in general-ledger-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/general-ledger-service",""
"backend-capability","guidance-service","sovereign-service","clinical/clinical-knowledge","clinical/clinical-knowledge","Guidance canonical records","Provider Patient Encounter","provider-patient-encounter","guidance-service","contract: contracts/openapi/guidance.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in guidance-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/guidance-service",""
"backend-capability","hr-payroll-service","sovereign-service","enterprise/enterprise-resource","enterprise/enterprise-resource","Hr Payroll canonical records","","","hr-payroll-service","contract: contracts/openapi/hr-payroll.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in hr-payroll-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/hr-payroll-service",""
"backend-capability","identity-assurance-service","sovereign-service","trust/identity-governance","trust/identity-governance","Identity Assurance canonical records","Citizen / Client Onboarding","citizen-onboarding","identity-assurance-service","contract: contracts/openapi/identity-assurance.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in identity-assurance-service","","","","indirect","","","","mapped","partial","services/identity-assurance-service",""
"backend-capability","indawo-service","sovereign-service","registry/registry-spine","registry/registry-spine","Indawo canonical records","Public Health / CHW Outreach","public-health-outreach","indawo-service","contract: contracts/openapi/indawo.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","6 migration(s) in indawo-service","tshepo-authz-service","/public-health/*","","indirect","","","","mapped","partial","services/indawo-service","usePublicHealth.ts, useSiteRegistry.ts"
